year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
2019,HU,9783463,5.7095627784729,5.34689044952393,86.2492218017578,7.35267066955566,0.372543234013257,0.350642820024973,0.790590248555077,0.429398160944238
2020,HU,9762215,5.55249452590942,5.22899580001831,86.25537109375,7.20829439163208,0.367203026058451,0.345869545600699,0.790598481446409,0.425752915945978
2021,HU,9721379,5.56633567810059,5.7356276512146,86.2614059448242,7.86190557479858,0.367684609543762,0.367459410640222,0.790606705079426,0.44349542858107
2022,HU,9979209,NaN,5.72095823287964,NaN,7.84140539169312,NaN,0.366997429615788,0.790614935831485,0.44303621744897
1980,ID,148177088,NaN,11.6079359054565,NaN,12.5303258895874,NaN,0.516242530965702,NaN,0.530925299430479
1981,ID,151686336,NaN,11.4485006332397,NaN,12.5303258895874,NaN,0.51357878303401,NaN,0.530925299430479
1982,ID,155228656,NaN,11.4707975387573,NaN,12.5303258895874,NaN,0.514066954747847,NaN,0.530925299430479
1983,ID,158790608,NaN,11.4755535125732,NaN,12.5303258895874,NaN,0.51419304867591,NaN,0.530925299430479
1984,ID,162331968,NaN,11.5577745437622,NaN,12.5303258895874,NaN,0.515573114503304,NaN,0.530925299430479
1985,ID,165791696,NaN,12.1461410522461,NaN,13.2868118286133,NaN,0.524525245505927,NaN,0.541418475738993
1986,ID,169135280,NaN,12.8294553756714,NaN,14.0225439071655,NaN,0.534411909157452,NaN,0.550964797946563
1987,ID,172421392,NaN,13.7280025482178,NaN,14.7383661270142,NaN,0.546697638231862,NaN,0.559686971251651
1988,ID,175694640,NaN,13.9847364425659,NaN,15.0420722961426,NaN,0.549755180274008,NaN,0.562970905828838
1989,ID,178949168,NaN,14.1071338653565,NaN,15.3160791397095,NaN,0.55105731052068,NaN,0.565856418790418
1990,ID,182159872,NaN,14.1577444076538,NaN,15.5645351409912,NaN,0.551421600898216,NaN,0.568412020315744
1991,ID,185361232,NaN,14.5174236297607,NaN,15.9751777648926,NaN,0.556131281849698,NaN,0.573227612525606
1992,ID,188558416,NaN,14.5651779174805,NaN,16.3282318115234,NaN,0.556819826448816,NaN,0.577268628909433
1993,ID,191737280,NaN,14.7119197845459,NaN,16.6350345611572,NaN,0.558756455433716,NaN,0.580708112721112
1994,ID,194928528,NaN,15.4568147659302,NaN,17.422420501709,NaN,0.567519118323304,NaN,0.588689614122963
1995,ID,198140160,NaN,15.9981727600098,75.1212997436523,18.0612125396729,NaN,0.573565537372211,0.794081639093292,0.594876189593656
1996,ID,201373792,NaN,16.4137115478516,75.7068099975586,18.5635814666748,NaN,0.578138337611563,0.794311107316844,0.599605095673923
1997,ID,204628000,NaN,12.7310953140259,72.8009033203125,14.4119729995728,NaN,0.5332880007815,0.789974328472454,0.556430070109215
1998,ID,207855488,NaN,10.0141038894653,70.5385208129883,11.0815544128418,NaN,0.48927171063507,0.77154875103497,0.508964333965348
1999,ID,210996912,NaN,9.32680130004883,65.4079971313477,10.6564455032349,NaN,0.475935072744981,0.756976462151101,0.501783638208561
2000,ID,214072416,NaN,9.56786155700684,61.3299331665039,10.7838172912598,NaN,0.480674915670566,0.742235541768935,0.504166709583057
2001,ID,217112432,NaN,9.5791482925415,60.3520240783691,11.3749418258667,NaN,0.480698394750686,0.738113987737194,0.514093586387666
2002,ID,220115088,NaN,9.89896106719971,59.7728576660156,11.4552593231201,NaN,0.487270635427023,0.735427657021177,0.515144044858882
2003,ID,223080128,NaN,9.92906761169434,60.1029586791992,11.5187273025513,NaN,0.487826813086727,0.735656964495661,0.515901054350461
2004,ID,225938592,NaN,10.8983678817749,61.5994911193848,12.4939794540405,NaN,0.50500166742928,0.740480990477238,0.530866966699165
2005,ID,228805152,NaN,11.2697906494141,64.1472015380859,13.2220678329468,NaN,0.511357067397192,0.745989735616547,0.541339746991355
2006,ID,231797424,NaN,10.8486919403076,63.2229919433594,12.6229724884033,NaN,0.50402335891096,0.743518410648676,0.532602758040881
2007,ID,234858288,NaN,11.5850229263306,62.5760231018066,13.3685922622681,NaN,0.516552336036447,0.741551683459306,0.543200272950209
2008,ID,237936544,NaN,15.2993316650391,64.6507110595703,17.3395462036133,NaN,0.565247741971341,0.74780205545602,0.587444604995468
2009,ID,240981296,NaN,16.4065265655518,62.6310997009277,18.4319438934326,NaN,0.578077542123644,0.742525980144251,0.598619707963124
2010,ID,244016176,NaN,13.2233686447144,64.3627014160156,14.4053058624268,NaN,0.539750359039676,0.746883587444984,0.555173421114603
2011,ID,247099696,NaN,14.365553855896,68.3440780639648,15.6940183639526,NaN,0.554698652449282,0.755256602003556,0.570567349027492
2012,ID,250222688,NaN,13.7901830673218,68.9302368164062,14.9777793884277,NaN,0.547961363450007,0.758977495707427,0.562947418477712
2013,ID,253275920,NaN,13.1915063858032,68.7069091796875,14.338059425354,NaN,0.54014346631768,0.763895524368309,0.555364180054795
2014,ID,256229760,NaN,13.2628383636475,68.4551849365234,14.3451309204102,NaN,0.540687207806172,0.7586253480398,0.554962812232738
2015,ID,259091968,NaN,14.0561475753784,68.5236053466797,15.2423124313354,NaN,0.552000022901709,0.760409378001668,0.566820918253555
2016,ID,261850176,NaN,12.4005422592163,68.4653091430664,14.2463874816894,NaN,0.527574525262185,0.754974722169891,0.553304287832482
2017,ID,264498848,NaN,12.102837562561,68.134407043457,13.5968236923218,NaN,0.523236926334718,0.753394487838591,0.544675878541725
2018,ID,267066848,NaN,16.3679847717285,67.9376449584961,18.8228378295898,NaN,0.574845232985098,0.755817111524152,0.598376405580382
2019,ID,269582880,NaN,16.3017520904541,67.7955169677734,18.8228263854981,NaN,0.574148666855603,0.755503757300175,0.598376321877765
2020,ID,271857984,NaN,16.2584819793701,67.4129943847656,18.8228263854981,NaN,0.573589407936467,0.752014736556987,0.598376317803229
2021,ID,273753184,NaN,10.8134803771973,67.5617904663086,12.5303258895874,NaN,0.502254584444682,0.752422114845444,0.530925299430479
2022,ID,275501344,NaN,10.8134794235229,NaN,12.5303258895874,NaN,0.502254567215214,0.754850500711882,0.530925299430479
1980,IE,3391387,4.9997181892395,4.17523431777954,NaN,6.99509954452515,0.34465964064996,0.297384015060835,NaN,0.420077271233858
1981,IE,3424827,4.75808000564575,4.0244517326355,NaN,6.85383272171021,0.331612998150328,0.289174017830337,NaN,0.41627404052333
1982,IE,3451212,5.19270658493042,4.08629083633423,NaN,7.42703819274902,0.352425686496142,0.290206314665863,NaN,0.431958535998422
1983,IE,3472903,5.32686853408813,4.11406278610229,NaN,7.70999813079834,0.358270833738972,0.290357867729933,NaN,0.439298688290936
1984,IE,3490931,4.94558191299438,3.98453259468079,NaN,7.19652414321899,0.340385719776254,0.282610692431433,NaN,0.425902829592982
1985,IE,3505769,4.90151357650757,4.03527784347534,NaN,7.11425352096558,0.338445571951458,0.286421134356967,NaN,0.424128902633708
1986,IE,3515669,4.83280324935913,3.90445995330811,NaN,7.02821826934815,0.334650793407033,0.279029574787977,NaN,0.42177144921806
1987,IE,3513700,4.91132593154907,3.90180206298828,NaN,7.11686086654663,0.339683372462741,0.279378546201475,NaN,0.424350443784775
1988,IE,3498030,4.78863716125488,3.89366436004639,NaN,6.92769861221313,0.332603397316522,0.28008765416752,NaN,0.419087236736995
1989,IE,3483314,4.68509340286255,4.01352167129517,NaN,6.99096059799194,0.324924502023336,0.290123715027477,NaN,0.421213177195153
1990,IE,3485374,4.97649717330933,4.14804649353027,NaN,7.06121015548706,0.339314666227637,0.294868464084438,NaN,0.422191324322281
1991,IE,3504805,5.13149499893188,4.0454511642456,NaN,7.5756630897522,0.34722502982013,0.291760346498894,NaN,0.436022623380175
1992,IE,3528367,5.0413613319397,4.10028123855591,NaN,7.92574691772461,0.340304403281525,0.29171152850615,NaN,0.443830523622118
1993,IE,3545700,5.25733709335327,4.03829431533813,NaN,7.62715578079224,0.353660637652585,0.286244460022141,NaN,0.436056710965737
1994,IE,3559398,5.53265476226807,4.14937162399292,NaN,8.12460708618164,0.361702319263143,0.292528062865296,NaN,0.448496848239046
1995,IE,3579482,5.53319025039673,4.29251956939697,-137.121490478516,8.18134498596191,0.361760570574413,0.30126315044447,0.873226503359504,0.450037952370831
1996,IE,3606728,4.91182899475098,3.92114639282227,-138.289627075195,7.26691722869873,0.337169584233388,0.284402660699815,0.871677802292552,0.426384897415897
1997,IE,3640150,5.29642868041992,4.16851949691772,-136.724456787109,7.87777709960938,0.34585445108134,0.29457139320354,0.873376069218757,0.441562772632846
1998,IE,3678667,5.79304456710815,4.65328311920166,-134.680465698242,8.64240741729736,0.364528144888006,0.313644803340399,0.876905110078781,0.460152861654656
1999,IE,3719912,5.70716142654419,4.26531314849854,-136.323471069336,8.61869621276855,0.365090684364549,0.298241301700262,0.876438235566184,0.458276596593485
2000,IE,3768950,6.08140802383423,4.70833683013916,-134.649368286133,9.01318359375,0.378847638049479,0.317528039932402,0.87912895209989,0.467504885094762
2001,IE,3829018,5.69952487945557,4.59974431991577,-135.30451965332,8.76014709472656,0.366403552829731,0.311842742041876,0.876780736973174,0.462341883420258
2002,IE,3894258,5.57959222793579,4.37051582336426,-134.647979736328,8.64697647094727,0.36001833073512,0.300332156992873,0.877092140716556,0.459535462385368
2003,IE,3958705,5.93121385574341,4.39196538925171,-133.585891723633,8.86785221099854,0.37405822422026,0.300444950340193,0.878324088998738,0.464807146321569
2004,IE,4031954,6.0052661895752,4.38517475128174,-133.430191040039,9.35466766357422,0.378131988090605,0.304137411739539,0.877844596174739,0.474804163526578
2005,IE,4121216,6.10193157196045,4.66251277923584,-132.835021972656,9.42723655700684,0.378603702858889,0.309765545165007,0.879695528114183,0.475321322684664
2006,IE,4234806,6.48743867874146,4.62030696868896,-132.804428100586,9.87936782836914,0.391135154246669,0.307982232223683,0.880604438442219,0.484309937746758
2007,IE,4359834,6.18783664703369,4.2612042427063,-134.405700683594,9.96946048736572,0.38764608167434,0.299907601838093,0.878509586313598,0.487030795117846
2008,IE,4452392,5.09326601028442,3.9699056148529,-140.330291748047,8.32873153686523,0.355593057512616,0.286199272817345,0.874403273436087,0.45669857944911
2009,IE,4499792,4.83815860748291,3.68702697753906,-137.914398193359,7.73271369934082,0.335206482918142,0.265654012239036,0.873214349526179,0.439137140888469
2010,IE,4524585,5.03849744796753,3.85001087188721,-140.515930175781,8.05386161804199,0.347335690997143,0.282185899414426,0.87442462877911,0.44817287412517
2011,IE,4544501,4.96997451782227,4.14146184921265,-141.493957519531,8.33275032043457,0.342560597230635,0.286482385703623,0.876226528698368,0.452492402693167
2012,IE,4564550,4.75871896743774,3.81277871131897,-143.911209106445,7.96116971969604,0.339910267530856,0.281251141674371,0.874712705920217,0.448592109850168
2013,IE,4588832,5.33660697937012,3.97096657752991,-142.86882019043,8.60119819641113,0.358923849330495,0.286583151195707,0.875819000237897,0.462616459226226
2014,IE,4622167,5.46854066848755,4.3083176612854,-68.3838272094727,8.9561882019043,0.364079550537747,0.301966225527711,0.92501959874204,0.469443990746832
2015,IE,4665760,5.71838092803955,4.65217065811157,-75.5069122314453,9.83782291412354,0.371163552137723,0.316470508794986,0.914712432115635,0.486206472277189
2016,IE,4715788,5.90532493591309,4.54506206512451,-65.5776901245117,9.71224975585938,0.37628800220595,0.312288085840091,0.912699851320724,0.483365799846986
2017,IE,4771854,5.55886077880859,4.37464904785156,-70.6119842529297,9.12922382354736,0.365240510708643,0.306792247655842,0.903694736252191,0.473018266441315
2018,IE,4834507,5.62216758728027,4.5650372505188,-99.0237579345703,9.28845691680908,0.364188243034658,0.311718293642127,0.876083455683698,0.475215305506069
2019,IE,4896019,5.96148252487183,4.39781379699707,-98.600341796875,9.28762912750244,0.376097687477738,0.303169181093278,0.876711104558154,0.474856680556734
2020,IE,4946119,5.29443120956421,4.57234859466553,-96.8488235473633,9.64164257049561,0.35353015158133,0.314489952468357,0.875760394106919,0.481356049493769
2021,IE,4986526,5.35431957244873,5.84562015533447,-97.5608291625977,12.3859119415283,0.355604928694236,0.363110089324572,0.875862642929661,0.52681223508106
2022,IE,5023109,NaN,5.78263282775879,NaN,12.2468881607056,NaN,0.360978714954815,0.876380438018202,0.524744961969269
1980,IL,3744608,NaN,7.83477544784546,NaN,17.9799728393555,NaN,0.43004871702799,NaN,0.593009216351113
1981,IL,3816745,NaN,7.88986253738403,NaN,17.9396533966064,NaN,0.43157434975749,NaN,0.592591725683242
1982,IL,3892839,NaN,6.68540477752685,NaN,17.8995666503906,NaN,0.397293491353786,NaN,0.592175711847794
1983,IL,3979093,NaN,7.07233715057373,NaN,17.859712600708,NaN,0.408022562452686,NaN,0.591761163047636
1984,IL,4077001,NaN,6.87144088745117,NaN,17.8200874328613,NaN,0.400784778742679,NaN,0.591348004126552
1985,IL,4182681,NaN,7.20591115951538,NaN,17.7806873321533,NaN,0.411858464532926,NaN,0.59093628742751
1986,IL,4295405,NaN,8.27753734588623,NaN,17.7415084838867,NaN,0.440793117006773,NaN,0.590525961078292
1987,IL,4412030,NaN,8.73611831665039,NaN,17.8376998901367,NaN,0.451986605977016,NaN,0.591609924603226
1988,IL,4535396,NaN,9.00136756896973,NaN,17.9264907836914,NaN,0.457889753348681,NaN,0.592605831540531
1989,IL,4666782,NaN,9.38291358947754,NaN,18.0087299346924,NaN,0.466033169519072,NaN,0.593524163207803
1990,IL,4803254,NaN,9.62020015716553,NaN,18.0850868225098,NaN,0.47077390445271,NaN,0.594373426791016
1991,IL,4942812,NaN,12.7024297714233,NaN,18.1561851501465,NaN,0.52695978931666,NaN,0.595161210114554
1992,IL,5079389,NaN,9.88608551025391,NaN,18.2225494384766,NaN,0.476466213103034,NaN,0.595893994443962
1993,IL,5212998,NaN,9.97772598266602,NaN,18.4347438812256,NaN,0.478333376488862,NaN,0.597746293585601
1994,IL,5346292,NaN,10.0677032470703,NaN,18.6449413299561,NaN,0.480007912840115,NaN,0.599551509323689
1995,IL,5478734,NaN,9.846604347229,71.7956237792969,18.8531551361084,NaN,0.474882343820543,0.758200817454821,0.601311247708075
1996,IL,5612494,NaN,9.83456802368164,73.0185546875,19.0594177246094,NaN,0.474218785234115,0.760018095088355,0.603027146257411
1997,IL,5743283,NaN,9.71413421630859,72.7996520996094,19.2637577056885,NaN,0.471840556681215,0.758467712236325,0.604701100952148
1998,IL,5869504,NaN,9.84138011932373,75.0021820068359,19.4273567199707,NaN,0.474499366607599,0.762706853729156,0.606090457057235
1999,IL,5994088,NaN,9.75405883789062,77.9011840820312,19.5899791717529,NaN,0.472201979319177,0.768238485820746,0.607456280180521
2000,IL,6116958,NaN,9.44400024414062,77.2001647949219,19.7516250610352,NaN,0.465438022391012,0.766137643801727,0.608799350407729
2001,IL,6237982,NaN,9.44382381439209,82.1847610473633,19.9123249053955,NaN,0.46511879466232,0.773802047642903,0.610120263746069
2002,IL,6356693,NaN,10.019721031189,82.6626663208008,20.3527355194092,NaN,0.477328521940059,0.772862114199427,0.613373118733847
2003,IL,6475913,NaN,10.3298511505127,85.3485488891602,20.8002338409424,NaN,0.483674602490772,0.776493212344263,0.616566813973222
2004,IL,6595986,NaN,10.7836990356445,90.5004196166992,21.2549896240234,NaN,0.492903193213404,0.782914855477998,0.619702928572252
2005,IL,6714124,NaN,11.0164442062378,94.125862121582,21.7171802520752,NaN,0.497401097120633,0.787530355751187,0.622783108688857
2006,IL,6832077,NaN,10.8621292114258,93.9206924438477,21.7568626403809,NaN,0.494789475000353,0.788246710084138,0.622768083071108
2007,IL,6952003,NaN,11.0036973953247,93.9775238037109,21.7941932678223,NaN,0.497570222335891,0.789098215070453,0.622754180818184
2008,IL,7074522,NaN,11.3878164291382,100.160301208496,21.895959854126,NaN,0.504123160677079,0.795871212332145,0.624079100012409
2009,IL,7199703,NaN,11.7191514968872,99.6697692871094,21.995491027832,NaN,0.509472326806762,0.79248636041342,0.625384868667133
2010,IL,7328445,NaN,11.9315347671509,110.804290771484,22.0928840637207,NaN,0.512996133393134,0.80224802596689,0.626672095770694
2011,IL,7459749,NaN,11.7433185577393,104.099624633789,21.6303806304932,NaN,0.51004303826933,0.800084385029095,0.62262723886564
2012,IL,7592106,NaN,11.3990354537964,94.8788833618164,21.1871166229248,NaN,0.504188139231907,0.790484748166477,0.61869329420616
2013,IL,7726676,NaN,10.9548988342285,84.0407562255859,19.9015464782715,NaN,0.496417424651543,0.77888974072107,0.608785710084234
2014,IL,7863846,NaN,10.6261940002441,78.9436111450195,18.8168811798096,NaN,0.490612858395035,0.771934665215554,0.599694938724731
2015,IL,8007778,NaN,10.3094053268433,78.0612869262695,18.4718589782715,NaN,0.484529516338739,0.770923261978851,0.596626834612028
2016,IL,8159009,NaN,10.122220993042,75.2573547363281,18.1449165344238,NaN,0.480874046277709,0.765896294789002,0.593648972551048
2017,IL,8309257,NaN,9.58377552032471,75.6524963378906,18.144926071167,NaN,0.469611003513322,0.766649799913807,0.593649004565261
2018,IL,8456483,NaN,9.98935222625732,75.614616394043,18.1449165344238,NaN,0.478205806602411,0.766599994830415,0.593648960211024
2019,IL,8607919,NaN,9.97843837738037,75.6261291503906,18.1449165344238,NaN,0.477983404098417,0.766599994830415,0.59364896975708
2020,IL,8757489,NaN,9.96467113494873,73.8305969238281,18.1449184417725,NaN,0.477589404248711,0.763250648311498,0.593648980118044
2021,IL,8900059,NaN,9.96466827392578,76.4454498291016,18.1449184417725,NaN,0.477589325057188,0.768749740897363,0.593648977440491
2022,IL,9038309,NaN,9.96466732025146,NaN,18.1449184417725,NaN,0.477589265583511,0.769452067206316,0.593648977440491
1980,IN,696828416,NaN,7.08526229858398,NaN,7.63103294372559,NaN,0.424801526938413,NaN,0.440476678960245
1981,IN,712869312,NaN,6.87118434906006,NaN,7.37280559539795,NaN,0.419806081612302,0.602630854041275,0.434788290661586
1982,IN,729169472,NaN,6.67488622665405,NaN,7.16601705551147,NaN,0.415063279969815,NaN,0.430174140761962
1983,IN,745826560,NaN,8.49295425415039,NaN,9.11454296112061,NaN,0.45712651351923,NaN,0.472203143033479
1984,IN,762895168,NaN,7.84818983078003,NaN,8.39270305633545,NaN,0.443246571851555,NaN,0.457627186596959
1985,IN,780242112,NaN,8.38637161254883,NaN,8.95396137237549,NaN,0.45545453538546,NaN,0.469488589134125
