year,country,variable,value
2019,BG,npopuli999,7052532
2020,BG,npopuli999,6979175
2021,BG,npopuli999,6885868
2022,BG,npopuli999,6781953
1980,BH,npopuli999,362595
1981,BH,npopuli999,377430
1982,BH,npopuli999,391017
1983,BH,npopuli999,404772
1984,BH,npopuli999,419217
1985,BH,npopuli999,434375
1986,BH,npopuli999,450196
1987,BH,npopuli999,466565
1988,BH,npopuli999,483337
1989,BH,npopuli999,500349
1990,BH,npopuli999,517418
1991,BH,npopuli999,535415
1992,BH,npopuli999,554470
1993,BH,npopuli999,573755
1994,BH,npopuli999,593254
1995,BH,npopuli999,612934
1996,BH,npopuli999,632756
1997,BH,npopuli999,652643
1998,BH,npopuli999,672484
1999,BH,npopuli999,692133
2000,BH,npopuli999,711442
2001,BH,npopuli999,730257
2002,BH,npopuli999,748324
2003,BH,npopuli999,778256
2004,BH,npopuli999,833451
2005,BH,npopuli999,901921
2006,BH,npopuli999,970981
2007,BH,npopuli999,1040532
2008,BH,npopuli999,1110343
2009,BH,npopuli999,1179453
2010,BH,npopuli999,1213645
2011,BH,npopuli999,1212077
2012,BH,npopuli999,1224939
2013,BH,npopuli999,1261673
2014,BH,npopuli999,1311134
2015,BH,npopuli999,1362142
2016,BH,npopuli999,1409661
2017,BH,npopuli999,1456834
2018,BH,npopuli999,1487340
2019,BH,npopuli999,1494188
2020,BH,npopuli999,1477469
2021,BH,npopuli999,1463265
2022,BH,npopuli999,1472233
1980,BI,npopuli999,4312834
1981,BI,npopuli999,4490743
1982,BI,npopuli999,4602271
1983,BI,npopuli999,4726506
1984,BI,npopuli999,4842268
1985,BI,npopuli999,4948024
1986,BI,npopuli999,5041706
1987,BI,npopuli999,5157769
1988,BI,npopuli999,5271840
1989,BI,npopuli999,5373697
1990,BI,npopuli999,5483793
1991,BI,npopuli999,5594828
1992,BI,npopuli999,5743085
1993,BI,npopuli999,5555220
1994,BI,npopuli999,5586408
1995,BI,npopuli999,5932783
1996,BI,npopuli999,5930507
1997,BI,npopuli999,5923862
1998,BI,npopuli999,6035340
1999,BI,npopuli999,6180180
2000,BI,npopuli999,6307659
2001,BI,npopuli999,6465729
2002,BI,npopuli999,6648938
2003,BI,npopuli999,6860846
2004,BI,npopuli999,7120496
2005,BI,npopuli999,7388874
2006,BI,npopuli999,7658190
2007,BI,npopuli999,7944609
2008,BI,npopuli999,8278109
2009,BI,npopuli999,8709366
2010,BI,npopuli999,9126605
2011,BI,npopuli999,9455733
2012,BI,npopuli999,9795479
2013,BI,npopuli999,10149577
2014,BI,npopuli999,10494913
2015,BI,npopuli999,10727148
2016,BI,npopuli999,10903327
2017,BI,npopuli999,11155593
2018,BI,npopuli999,11493472
2019,BI,npopuli999,11874838
2020,BI,npopuli999,12220227
2021,BI,npopuli999,12551213
2022,BI,npopuli999,12889576
1980,BJ,npopuli999,3833939
1981,BJ,npopuli999,3941569
1982,BJ,npopuli999,4054385
1983,BJ,npopuli999,4171526
1984,BJ,npopuli999,4293070
1985,BJ,npopuli999,4419552
1986,BJ,npopuli999,4551382
1987,BJ,npopuli999,4688787
1988,BJ,npopuli999,4831624
1989,BJ,npopuli999,4979680
1990,BJ,npopuli999,5133419
1991,BJ,npopuli999,5293046
1992,BJ,npopuli999,5457778
1993,BJ,npopuli999,5706181
1994,BJ,npopuli999,5923394
1995,BJ,npopuli999,6046511
1996,BJ,npopuli999,6203860
1997,BJ,npopuli999,6387026
1998,BJ,npopuli999,6584183
1999,BJ,npopuli999,6788589
2000,BJ,npopuli999,6998023
2001,BJ,npopuli999,7212041
2002,BJ,npopuli999,7431783
2003,BJ,npopuli999,7659208
2004,BJ,npopuli999,7894554
2005,BJ,npopuli999,8149419
2006,BJ,npopuli999,8402631
2007,BJ,npopuli999,8647761
2008,BJ,npopuli999,8906469
2009,BJ,npopuli999,9172514
2010,BJ,npopuli999,9445710
2011,BJ,npopuli999,9726380
2012,BJ,npopuli999,10014078
2013,BJ,npopuli999,10308730
2014,BJ,npopuli999,10614844
2015,BJ,npopuli999,10932783
2016,BJ,npopuli999,11260085
2017,BJ,npopuli999,11596779
2018,BJ,npopuli999,11940683
2019,BJ,npopuli999,12290444
2020,BJ,npopuli999,12643123
2021,BJ,npopuli999,12996895
2022,BJ,npopuli999,13352864
1980,BL,npopuli999,2983
1981,BL,npopuli999,3035
1982,BL,npopuli999,3201
1983,BL,npopuli999,3483
1984,BL,npopuli999,3756
1985,BL,npopuli999,4016
1986,BL,npopuli999,4263
1987,BL,npopuli999,4505
1988,BL,npopuli999,4742
1989,BL,npopuli999,4964
1990,BL,npopuli999,5168
1991,BL,npopuli999,5365
1992,BL,npopuli999,5563
1993,BL,npopuli999,5762
1994,BL,npopuli999,5956
1995,BL,npopuli999,6144
1996,BL,npopuli999,6333
1997,BL,npopuli999,6524
1998,BL,npopuli999,6710
1999,BL,npopuli999,6895
2000,BL,npopuli999,7082
2001,BL,npopuli999,7271
2002,BL,npopuli999,7463
2003,BL,npopuli999,7655
2004,BL,npopuli999,7848
2005,BL,npopuli999,8044
2006,BL,npopuli999,8237
2007,BL,npopuli999,8430
2008,BL,npopuli999,8623
2009,BL,npopuli999,8816
2010,BL,npopuli999,8988
2011,BL,npopuli999,9108
2012,BL,npopuli999,9216
2013,BL,npopuli999,9338
2014,BL,npopuli999,9472
2015,BL,npopuli999,9643
2016,BL,npopuli999,9842
2017,BL,npopuli999,10044
2018,BL,npopuli999,10258
2019,BL,npopuli999,10480
2020,BL,npopuli999,10681
2021,BL,npopuli999,10861
2022,BL,npopuli999,10967
1980,BM,npopuli999,53565
1981,BM,npopuli999,53907
1982,BM,npopuli999,54338
1983,BM,npopuli999,54765
1984,BM,npopuli999,55197
1985,BM,npopuli999,55611
1986,BM,npopuli999,55995
1987,BM,npopuli999,56367
1988,BM,npopuli999,56740
1989,BM,npopuli999,57111
1990,BM,npopuli999,57470
1991,BM,npopuli999,57874
1992,BM,npopuli999,58322
1993,BM,npopuli999,58739
1994,BM,npopuli999,59111
1995,BM,npopuli999,59465
1996,BM,npopuli999,59840
1997,BM,npopuli999,60227
1998,BM,npopuli999,60603
1999,BM,npopuli999,60981
2000,BM,npopuli999,61371
2001,BM,npopuli999,61763
2002,BM,npopuli999,62139
2003,BM,npopuli999,62468
2004,BM,npopuli999,62740
2005,BM,npopuli999,62959
2006,BM,npopuli999,63081
2007,BM,npopuli999,63156
2008,BM,npopuli999,63258
2009,BM,npopuli999,63353
2010,BM,npopuli999,63447
2011,BM,npopuli999,63533
2012,BM,npopuli999,63560
2013,BM,npopuli999,63506
2014,BM,npopuli999,63355
2015,BM,npopuli999,63144
2016,BM,npopuli999,63068
2017,BM,npopuli999,63275
2018,BM,npopuli999,63571
2019,BM,npopuli999,63812
2020,BM,npopuli999,64031
2021,BM,npopuli999,64185
2022,BM,npopuli999,64184
1980,BN,npopuli999,187921
1981,BN,npopuli999,194099
1982,BN,npopuli999,200630
1983,BN,npopuli999,207523
1984,BN,npopuli999,214682
1985,BN,npopuli999,222119
1986,BN,npopuli999,229815
1987,BN,npopuli999,237712
1988,BN,npopuli999,245729
1989,BN,npopuli999,253821
1990,BN,npopuli999,261928
1991,BN,npopuli999,269860
1992,BN,npopuli999,277416
1993,BN,npopuli999,284713
1994,BN,npopuli999,291935
1995,BN,npopuli999,299097
1996,BN,npopuli999,306196
1997,BN,npopuli999,313215
1998,BN,npopuli999,320152
1999,BN,npopuli999,327045
2000,BN,npopuli999,333926
2001,BN,npopuli999,340748
2002,BN,npopuli999,347463
2003,BN,npopuli999,354045
2004,BN,npopuli999,360461
2005,BN,npopuli999,366717
2006,BN,npopuli999,372808
2007,BN,npopuli999,378748
2008,BN,npopuli999,384568
2009,BN,npopuli999,390311
2010,BN,npopuli999,396053
2011,BN,npopuli999,401506
2012,BN,npopuli999,406634
2013,BN,npopuli999,411702
2014,BN,npopuli999,416656
2015,BN,npopuli999,421437
2016,BN,npopuli999,425994
2017,BN,npopuli999,430276
2018,BN,npopuli999,434274
2019,BN,npopuli999,438048
2020,BN,npopuli999,441725
2021,BN,npopuli999,445373
2022,BN,npopuli999,449002
1980,BO,npopuli999,5736088
1981,BO,npopuli999,5862990
1982,BO,npopuli999,5991118
1983,BO,npopuli999,6120620
1984,BO,npopuli999,6251926
1985,BO,npopuli999,6385630
1986,BO,npopuli999,6521983
1987,BO,npopuli999,6661434
1988,BO,npopuli999,6804072
1989,BO,npopuli999,6949139
1990,BO,npopuli999,7096194
1991,BO,npopuli999,7244891
1992,BO,npopuli999,7394419
1993,BO,npopuli999,7544489
1994,BO,npopuli999,7693722
1995,BO,npopuli999,7841471
1996,BO,npopuli999,7989367
1997,BO,npopuli999,8137619
1998,BO,npopuli999,8286928
1999,BO,npopuli999,8439052
2000,BO,npopuli999,8592656
2001,BO,npopuli999,8746084
2002,BO,npopuli999,8900583
2003,BO,npopuli999,9057378
2004,BO,npopuli999,9216279
2005,BO,npopuli999,9377388
2006,BO,npopuli999,9542663
2007,BO,npopuli999,9711152
2008,BO,npopuli999,9880593
2009,BO,npopuli999,10051317
2010,BO,npopuli999,10223270
2011,BO,npopuli999,10396246
2012,BO,npopuli999,10569697
2013,BO,npopuli999,10743349
2014,BO,npopuli999,10916987
2015,BO,npopuli999,11090085
2016,BO,npopuli999,11263015
2017,BO,npopuli999,11435533
2018,BO,npopuli999,11606905
2019,BO,npopuli999,11777315
2020,BO,npopuli999,11936162
2021,BO,npopuli999,12079472
2022,BO,npopuli999,12224110
1980,BQ,npopuli999,11543
1981,BQ,npopuli999,11694
1982,BQ,npopuli999,11791
1983,BQ,npopuli999,11878
1984,BQ,npopuli999,11970
1985,BQ,npopuli999,12063
1986,BQ,npopuli999,12156
1987,BQ,npopuli999,12258
1988,BQ,npopuli999,12365
1989,BQ,npopuli999,12481
1990,BQ,npopuli999,12604
1991,BQ,npopuli999,12726
1992,BQ,npopuli999,12842
1993,BQ,npopuli999,12950
1994,BQ,npopuli999,13070
1995,BQ,npopuli999,13206
1996,BQ,npopuli999,13348
1997,BQ,npopuli999,13495
1998,BQ,npopuli999,13646
1999,BQ,npopuli999,13800
2000,BQ,npopuli999,13960
2001,BQ,npopuli999,14241
2002,BQ,npopuli999,14754
2003,BQ,npopuli999,15391
2004,BQ,npopuli999,16050
2005,BQ,npopuli999,16724
2006,BQ,npopuli999,17405
2007,BQ,npopuli999,18097
2008,BQ,npopuli999,18800
2009,BQ,npopuli999,19512
2010,BQ,npopuli999,20224
2011,BQ,npopuli999,20873
2012,BQ,npopuli999,21445
2013,BQ,npopuli999,22003
2014,BQ,npopuli999,22570
2015,BQ,npopuli999,23164
2016,BQ,npopuli999,23770
2017,BQ,npopuli999,24366
2018,BQ,npopuli999,24970
2019,BQ,npopuli999,25570
2020,BQ,npopuli999,26153
2021,BQ,npopuli999,26706
2022,BQ,npopuli999,27026
1980,BR,npopuli999,122288384
1981,BR,npopuli999,125168064
1982,BR,npopuli999,128065096
1983,BR,npopuli999,130977368
1984,BR,npopuli999,133888776
1985,BR,npopuli999,136783184
1986,BR,npopuli999,139643360
1987,BR,npopuli999,142466272
1988,BR,npopuli999,145253968
1989,BR,npopuli999,148003408
1990,BR,npopuli999,150706448
1991,BR,npopuli999,153336448
1992,BR,npopuli999,155900784
1993,BR,npopuli999,158440880
1994,BR,npopuli999,160980480
1995,BR,npopuli999,163515328
1996,BR,npopuli999,166037120
1997,BR,npopuli999,168546704
1998,BR,npopuli999,171039808
1999,BR,npopuli999,173486288
2000,BR,npopuli999,175873728
2001,BR,npopuli999,178211888
2002,BR,npopuli999,180476688
2003,BR,npopuli999,182629280
2004,BR,npopuli999,184722048
2005,BR,npopuli999,186797328
2006,BR,npopuli999,188820688
2007,BR,npopuli999,190779456
2008,BR,npopuli999,192672320
2009,BR,npopuli999,194517552
2010,BR,npopuli999,196353488
2011,BR,npopuli999,198185296
2012,BR,npopuli999,199977712
2013,BR,npopuli999,201721760
2014,BR,npopuli999,203459648
2015,BR,npopuli999,205188208
2016,BR,npopuli999,206859584
2017,BR,npopuli999,208504960
2018,BR,npopuli999,210166592
2019,BR,npopuli999,211782880
2020,BR,npopuli999,213196304
2021,BR,npopuli999,214326224
2022,BR,npopuli999,215313504
1980,BS,npopuli999,223752
1981,BS,npopuli999,227956
1982,BS,npopuli999,232177
1983,BS,npopuli999,236586
1984,BS,npopuli999,241166
1985,BS,npopuli999,245935
1986,BS,npopuli999,250804
1987,BS,npopuli999,255618
1988,BS,npopuli999,260452
1989,BS,npopuli999,265493
1990,BS,npopuli999,270679
1991,BS,npopuli999,276058
1992,BS,npopuli999,281973
1993,BS,npopuli999,288164
1994,BS,npopuli999,293997
1995,BS,npopuli999,299554
1996,BS,npopuli999,304933
1997,BS,npopuli999,310171
1998,BS,npopuli999,315398
1999,BS,npopuli999,320272
2000,BS,npopuli999,325014
2001,BS,npopuli999,329626
2002,BS,npopuli999,334002
2003,BS,npopuli999,338490
2004,BS,npopuli999,343089
2005,BS,npopuli999,347804
2006,BS,npopuli999,352664
2007,BS,npopuli999,357666
2008,BS,npopuli999,362795
2009,BS,npopuli999,368057
2010,BS,npopuli999,373272
2011,BS,npopuli999,377950
2012,BS,npopuli999,382061
2013,BS,npopuli999,385650
2014,BS,npopuli999,389131
2015,BS,npopuli999,392697
2016,BS,npopuli999,395976
2017,BS,npopuli999,399020
2018,BS,npopuli999,401906
2019,BS,npopuli999,404557
2020,BS,npopuli999,406471
2021,BS,npopuli999,407906
2022,BS,npopuli999,409984
1980,BT,npopuli999,415257
1981,BT,npopuli999,428641
1982,BT,npopuli999,442201
1983,BT,npopuli999,456033
1984,BT,npopuli999,470165
1985,BT,npopuli999,484528
1986,BT,npopuli999,499151
1987,BT,npopuli999,514026
1988,BT,npopuli999,529051
1989,BT,npopuli999,544209
1990,BT,npopuli999,558442
1991,BT,npopuli999,567710
1992,BT,npopuli999,545944
1993,BT,npopuli999,520838
1994,BT,npopuli999,521260
1995,BT,npopuli999,527536
1996,BT,npopuli999,537494
1997,BT,npopuli999,546865
1998,BT,npopuli999,557143
1999,BT,npopuli999,570990
2000,BT,npopuli999,587207
2001,BT,npopuli999,603234
2002,BT,npopuli999,619048
2003,BT,npopuli999,634627
2004,BT,npopuli999,649991
2005,BT,npopuli999,663323
2006,BT,npopuli999,673260
2007,BT,npopuli999,681614
2008,BT,npopuli999,689737
2009,BT,npopuli999,697678
2010,BT,npopuli999,705516
2011,BT,npopuli999,713331
2012,BT,npopuli999,721145
2013,BT,npopuli999,728889
2014,BT,npopuli999,736357
2015,BT,npopuli999,743274
2016,BT,npopuli999,749761
2017,BT,npopuli999,756121
2018,BT,npopuli999,762096
2019,BT,npopuli999,767459
2020,BT,npopuli999,772506
2021,BT,npopuli999,777486
2022,BT,npopuli999,782455
1980,BW,npopuli999,938578
1981,BW,npopuli999,982747
1982,BW,npopuli999,1023009
1983,BW,npopuli999,1060717
1984,BW,npopuli999,1099170
1985,BW,npopuli999,1138704
1986,BW,npopuli999,1179263
1987,BW,npopuli999,1220361
1988,BW,npopuli999,1261272
1989,BW,npopuli999,1301671
1990,BW,npopuli999,1341474
1991,BW,npopuli999,1380584
1992,BW,npopuli999,1420695
1993,BW,npopuli999,1462262
1994,BW,npopuli999,1503544
1995,BW,npopuli999,1543634
1996,BW,npopuli999,1582169
1997,BW,npopuli999,1619354
1998,BW,npopuli999,1655699
1999,BW,npopuli999,1691558
2000,BW,npopuli999,1726985
2001,BW,npopuli999,1761930
2002,BW,npopuli999,1795130
2003,BW,npopuli999,1826863
2004,BW,npopuli999,1859085
2005,BW,npopuli999,1892807
2006,BW,npopuli999,1928704
2007,BW,npopuli999,1966977
2008,BW,npopuli999,2007320
2009,BW,npopuli999,2048997
2010,BW,npopuli999,2091664
2011,BW,npopuli999,2134037
2012,BW,npopuli999,2175425
2013,BW,npopuli999,2217278
2014,BW,npopuli999,2260376
2015,BW,npopuli999,2305171
2016,BW,npopuli999,2352416
2017,BW,npopuli999,2401840
2018,BW,npopuli999,2451409
2019,BW,npopuli999,2499702
2020,BW,npopuli999,2546402
2021,BW,npopuli999,2588423
2022,BW,npopuli999,2630296
1980,BY,npopuli999,9817257
1981,BY,npopuli999,9877121
1982,BY,npopuli999,9938931
1983,BY,npopuli999,10004049
1984,BY,npopuli999,10069349
1985,BY,npopuli999,10133211
1986,BY,npopuli999,10201670
1987,BY,npopuli999,10270609
1988,BY,npopuli999,10333480
1989,BY,npopuli999,10387610
1990,BY,npopuli999,10428525
1991,BY,npopuli999,10457617
1992,BY,npopuli999,10475907
1993,BY,npopuli999,10480484
1994,BY,npopuli999,10475395
1995,BY,npopuli999,10461696
1996,BY,npopuli999,10436459
1997,BY,npopuli999,10400924
1998,BY,npopuli999,10357466
1999,BY,npopuli999,10308283
2000,BY,npopuli999,10256483
2001,BY,npopuli999,10201209
2002,BY,npopuli999,10135388
2003,BY,npopuli999,10065878
2004,BY,npopuli999,9999712
2005,BY,npopuli999,9935163
2006,BY,npopuli999,9874700
2007,BY,npopuli999,9825986
2008,BY,npopuli999,9787826
2009,BY,npopuli999,9757708
2010,BY,npopuli999,9731427
2011,BY,npopuli999,9706981
2012,BY,npopuli999,9693749
2013,BY,npopuli999,9691137
2014,BY,npopuli999,9693739
2015,BY,npopuli999,9700609
2016,BY,npopuli999,9708110
2017,BY,npopuli999,9707876
2018,BY,npopuli999,9695574
2019,BY,npopuli999,9673971
2020,BY,npopuli999,9633740
2021,BY,npopuli999,9578167
2022,BY,npopuli999,9534954
1980,BZ,npopuli999,145133
1981,BZ,npopuli999,148764
1982,BZ,npopuli999,152409
1983,BZ,npopuli999,156053
1984,BZ,npopuli999,159721
1985,BZ,npopuli999,163436
1986,BZ,npopuli999,167191
1987,BZ,npopuli999,170980
1988,BZ,npopuli999,174817
1989,BZ,npopuli999,178695
1990,BZ,npopuli999,182589
1991,BZ,npopuli999,186462
1992,BZ,npopuli999,190299
1993,BZ,npopuli999,194177
1994,BZ,npopuli999,198416
1995,BZ,npopuli999,203556
1996,BZ,npopuli999,209840
1997,BZ,npopuli999,217117
1998,BZ,npopuli999,224907
1999,BZ,npopuli999,232733
2000,BZ,npopuli999,240406
2001,BZ,npopuli999,248100
2002,BZ,npopuli999,255987
2003,BZ,npopuli999,263998
2004,BZ,npopuli999,272128
2005,BZ,npopuli999,280375
2006,BZ,npopuli999,288729
2007,BZ,npopuli999,297173
2008,BZ,npopuli999,305671
2009,BZ,npopuli999,314171
2010,BZ,npopuli999,322106
2011,BZ,npopuli999,329538
2012,BZ,npopuli999,337059
2013,BZ,npopuli999,344688
2014,BZ,npopuli999,352335
2015,BZ,npopuli999,359871
2016,BZ,npopuli999,367313
2017,BZ,npopuli999,374693
2018,BZ,npopuli999,382066
2019,BZ,npopuli999,389095
2020,BZ,npopuli999,394921
2021,BZ,npopuli999,400031
2022,BZ,npopuli999,405272
1980,CA,npopuli999,24511510
1981,CA,npopuli999,24815786
1982,CA,npopuli999,25101518
1983,CA,npopuli999,25360726
1984,CA,npopuli999,25602076
1985,CA,npopuli999,25843922
1986,CA,npopuli999,26116072
1987,CA,npopuli999,26436888
1988,CA,npopuli999,26815064
1989,CA,npopuli999,27244406
1990,CA,npopuli999,27657204
1991,CA,npopuli999,28015760
1992,CA,npopuli999,28347640
1993,CA,npopuli999,28668166
1994,CA,npopuli999,28981188
1995,CA,npopuli999,29289424
1996,CA,npopuli999,29593848
1997,CA,npopuli999,29882752
1998,CA,npopuli999,30144812
1999,CA,npopuli999,30399778
2000,CA,npopuli999,30683312
2001,CA,npopuli999,31002764
2002,CA,npopuli999,31322398
2003,CA,npopuli999,31619450
2004,CA,npopuli999,31911668
2005,CA,npopuli999,32215916
2006,CA,npopuli999,32531868
2007,CA,npopuli999,32862460
2008,CA,npopuli999,33218540
2009,CA,npopuli999,33593916
2010,CA,npopuli999,33963412
2011,CA,npopuli999,34323532
2012,CA,npopuli999,34691880
2013,CA,npopuli999,35063692
2014,CA,npopuli999,35404608
2015,CA,npopuli999,35732128
2016,CA,npopuli999,36113532
2017,CA,npopuli999,36554348
2018,CA,npopuli999,37035256
2019,CA,npopuli999,37522584
2020,CA,npopuli999,37888704
2021,CA,npopuli999,38155012
2022,CA,npopuli999,38454328
1980,CD,npopuli999,26708686
1981,CD,npopuli999,27457784
1982,CD,npopuli999,28219220
1983,CD,npopuli999,29005176
1984,CD,npopuli999,29879852
1985,CD,npopuli999,30800052
1986,CD,npopuli999,31725132
1987,CD,npopuli999,32712574
1988,CD,npopuli999,33750052
1989,CD,npopuli999,34825892
1990,CD,npopuli999,35987540
1991,CD,npopuli999,37194812
1992,CD,npopuli999,38332304
1993,CD,npopuli999,39580844
1994,CD,npopuli999,41511984
1995,CD,npopuli999,43285792
1996,CD,npopuli999,44118708
1997,CD,npopuli999,44822200
1998,CD,npopuli999,45895524
1999,CD,npopuli999,47227240
2000,CD,npopuli999,48616316
2001,CD,npopuli999,50106656
2002,CD,npopuli999,51662072
2003,CD,npopuli999,53205640
2004,CD,npopuli999,54815608
2005,CD,npopuli999,56550248
2006,CD,npopuli999,58381632
2007,CD,npopuli999,60289424
2008,CD,npopuli999,62249724
2009,CD,npopuli999,64270232
2010,CD,npopuli999,66391256
2011,CD,npopuli999,68654272
2012,CD,npopuli999,70997872
2013,CD,npopuli999,73460024
2014,CD,npopuli999,76035584
2015,CD,npopuli999,78656904
2016,CD,npopuli999,81430976
2017,CD,npopuli999,84283272
2018,CD,npopuli999,87087352
2019,CD,npopuli999,89906888
2020,CD,npopuli999,92853168
2021,CD,npopuli999,95894120
2022,CD,npopuli999,99010208
1980,CF,npopuli999,2415276
1981,CF,npopuli999,2441010
1982,CF,npopuli999,2467635
1983,CF,npopuli999,2495097
1984,CF,npopuli999,2523538
1985,CF,npopuli999,2553075
1986,CF,npopuli999,2583631
1987,CF,npopuli999,2615594
1988,CF,npopuli999,2657235
1989,CF,npopuli999,2724109
1990,CF,npopuli999,2809221
1991,CF,npopuli999,2898052
1992,CF,npopuli999,2991727
1993,CF,npopuli999,3089146
1994,CF,npopuli999,3187844
1995,CF,npopuli999,3276706
1996,CF,npopuli999,3363570
1997,CF,npopuli999,3458472
1998,CF,npopuli999,3555064
1999,CF,npopuli999,3655360
2000,CF,npopuli999,3759170
2001,CF,npopuli999,3844773
2002,CF,npopuli999,3930648
2003,CF,npopuli999,4026841
2004,CF,npopuli999,4115138
2005,CF,npopuli999,4208834
2006,CF,npopuli999,4294352
2007,CF,npopuli999,4375569
2008,CF,npopuli999,4467233
2009,CF,npopuli999,4564540
2010,CF,npopuli999,4660067
2011,CF,npopuli999,4732022
2012,CF,npopuli999,4773306
2013,CF,npopuli999,4802428
2014,CF,npopuli999,4798734
2015,CF,npopuli999,4819333
2016,CF,npopuli999,4904177
2017,CF,npopuli999,4996741
2018,CF,npopuli999,5094780
2019,CF,npopuli999,5209324
2020,CF,npopuli999,5343020
2021,CF,npopuli999,5457154
2022,CF,npopuli999,5579144
1980,CG,npopuli999,1829256
1981,CG,npopuli999,1870540
1982,CG,npopuli999,1911634
1983,CG,npopuli999,1951851
1984,CG,npopuli999,2001739
1985,CG,npopuli999,2062555
1986,CG,npopuli999,2124863
1987,CG,npopuli999,2188654
1988,CG,npopuli999,2253336
1989,CG,npopuli999,2319177
1990,CG,npopuli999,2385435
1991,CG,npopuli999,2452675
1992,CG,npopuli999,2520958
1993,CG,npopuli999,2594168
1994,CG,npopuli999,2669220
1995,CG,npopuli999,2742309
1996,CG,npopuli999,2816595
1997,CG,npopuli999,2875037
1998,CG,npopuli999,2937166
1999,CG,npopuli999,3016659
2000,CG,npopuli999,3134030
2001,CG,npopuli999,3254101
2002,CG,npopuli999,3331158
2003,CG,npopuli999,3424653
2004,CG,npopuli999,3543012
2005,CG,npopuli999,3672839
2006,CG,npopuli999,3813323
2007,CG,npopuli999,3956329
2008,CG,npopuli999,4089602
2009,CG,npopuli999,4257230
2010,CG,npopuli999,4437884
2011,CG,npopuli999,4584216
2012,CG,npopuli999,4713257
2013,CG,npopuli999,4828066
2014,CG,npopuli999,4944861
2015,CG,npopuli999,5064386
2016,CG,npopuli999,5186824
2017,CG,npopuli999,5312340
2018,CG,npopuli999,5441062
2019,CG,npopuli999,5570733
2020,CG,npopuli999,5702174
2021,CG,npopuli999,5835806
2022,CG,npopuli999,5970424
1980,CH,npopuli999,6319113
1981,CH,npopuli999,6353698
1982,CH,npopuli999,6390952
1983,CH,npopuli999,6418413
1984,CH,npopuli999,6441449
1985,CH,npopuli999,6469824
1986,CH,npopuli999,6503528
1987,CH,npopuli999,6544453
1988,CH,npopuli999,6592671
1989,CH,npopuli999,6646208
1990,CH,npopuli999,6711693
1991,CH,npopuli999,6795393
1992,CH,npopuli999,6873179
1993,CH,npopuli999,6936121
1994,CH,npopuli999,6991538
1995,CH,npopuli999,7038297
